Código;Descrição;U.M;Valor custo R$;"Valor 
venda R$";Lucro R$;lucro %;Saldo estoque;"Custo estoque
Atual R$";Fornecedor;Cód Forn.
PRO1285;P. CAB. CILINDRICA SX INT. M4-0.70 X 10MA LG 12.9;PÇ;1;0,22;-0,78;-78,00%;111;111;;
PRO1286;P. CAB. CHATA SX INT. M3-0.50 X 16MA LG 12.9;PÇ;1;0,46;-0,54;-54,00%;111;111;;
PRO1287;P. CAB. CILINDRICA SX INT. M3-0.50 X 6MA LG 12.9;PÇ;1;0,39;-0,61;-61,00%;111;111;;
PRO1288;P. CAB. CHATA SX INT. M4-0.70 X 16MA LG 12.9;PÇ;1;0,25;-0,75;-75,00%;111;111;;
PRO1289;P. CAB. CILINDRICA SX INT. M3-0.50 X 8MA LG 12.9;PÇ;1;0,33;-0,67;-67,00%;11111;11111;;
PRO1290;P. CAB. CILINDRICA SX INT. M4-0.70 X 16MA LG 12.9;PÇ;1;0,24;-0,76;-76,00%;11111;11111;;
PRO1291;PA. TORX CNC M4.5-0.75X10 AÇO LIGA ;PÇ;1;1,61;0,61;61,00%;1111;1111;;
PRO1292;PA. TORX CNC M4.5-0.75X12 AÇO LIGA ;PÇ;1;1,61;0,61;61,00%;1111;1111;;
PRO1293;BUJÃO SEXT. INTERNO B 1/4 NPT AI 304 DIN 906;PÇ;1;6,92;5,92;592,00%;30;30;;
PRO1294;BUJÃO SEXT. INTERNO H 1.1/2 BSP AI 304 DIN 906;PÇ;1;89;88;8800,00%;10;10;;
PRO1295;P. CAB. CILINDRICA SX INT. M5-0.80MA X 55 INOX A2;PÇ;1;3,27;2,27;227,00%;111;111;;
PRO1296;P. S/C SEXT INT. P. PL M2.5-0.45MA X 4 INOX A2;PÇ;1;0,87;-0,13;-13,00%;1111;1111;;
PRO1297;INSERTO METÁLICO SERRILHADO M2X5X3 - LATÃO;PÇ;1;0,8;-0,2;-20,00%;111;111;;
PRO1298;INSERTO METÁLICO SERRILHADO M2.5X5X3.5 - LATÃO;PÇ;1;0,82;-0,18;-18,00%;111;111;;
PRO1299;P. CAB. ABAULADA SX INT. M2-0.40 X 20 INOX A2;PÇ;1;0,97;-0,03;-3,00%;111;111;;
PRO1300;P. FRANCES S/ POR. M6-1.00 X 40 INOX A2;PÇ;1;1,87;0,87;87,00%;11111;11111;;
PRO1301;P. CAB. CILINDRICA SX INT. M2.5-0.45MA X 10 INOX A2;PÇ;1;0,87;-0,13;-13,00%;1061;1061;;
PRO1302;P. AA PN. C/ PH 2.9 X 35 INOX A2;PÇ;1;0,87;-0,13;-13,00%;1111;1111;;
PRO1303;P. AA PN. C/ PH 1.2 X 8 INOX A2;PÇ;1;0,76;-0,24;-24,00%;1111;1111;;
PRO1304;P. SEXT. RI M8-1.25MA X 30 NYLON P66-BRANCO;PÇ;1;6,37;5,37;537,00%;111;111;;
PRO1305;P. RM PAN. C/ PH. M6-1.00 X 40 NYLON PA66 BRANCO;PÇ;1;4,97;3,97;397,00%;111;111;;
PRO1306;ANILHA M3 INOX A2;PÇ;1;0,41;-0,59;-59,00%;111;111;;
PRO1307;ANILHA M4 INOX A2;PÇ;1;0,46;-0,54;-54,00%;1111;1111;;
PRO1308;ANILHA M5 INOX A2;PÇ;1;0,63;-0,37;-37,00%;111;111;;
PRO1309;ANILHA M6 INOX A2;PÇ;1;0,76;-0,24;-24,00%;111;111;;
PRO1310;P. RM PAN. C/ PH. M1-0.25 X 10 INOX A2;PÇ;1;1,07;0,07;7,00%;61;61;;
PRO1311;P. RM CH C/ PH. M3-0.50 X 20MA NYLON PA66 PRETO;PÇ;1;0,49;-0,51;-51,00%;1111;1111;;
PRO1312;P. RM CH C/ PH. M3-0.50 X 25MA NYLON PA66 PRETO;PÇ;1;0,53;-0,47;-47,00%;111;111;;
PRO1313;PORCA REBITE M4 ABA FINA AÇO ZINCADO;PÇ;1;0,67;-0,33;-33,00%;111;111;;
PRO1314;P. PLAST FL. C/ PH 3 X 16 ZP;PÇ;1;0,33;-0,67;-67,00%;111;111;;
PRO1315;POR. SEXT. M3-0.50MA FE. ZB;PÇ;1;0,06;-0,94;-94,00%;111;111;;
PRO1316;AR. DENTADA EXT. M20 INOX A2;PÇ;1;10,87;9,87;987,00%;111;111;;
PRO1317;P. RM PN. C/FE PH M3-0.50MA X 6 BC;PÇ;1;0,08;-0,92;-92,00%;111;111;;
PRO1318;AR. PRESSAO ME M3 FE. ZB;PÇ;1;0,02;-0,98;-98,00%;100000;100000;;
PRO1319;P. S/C SEXT INT. P. HD M6-1.00 X 8MA INOX A2;PÇ;1;0,82;-0,18;-18,00%;111;111;;
PRO1320;P. S/C SEXT INT P. CN M6-1.00MA X 6  INOX A4;PÇ;1;2,5;1,5;150,00%;1111;1111;;
PRO1321;P. AA PN. C/ PH 3 X 4 ZB;PÇ;1;0,15;-0,85;-85,00%;111;111;;
PRO1322;PLUG DIN 910 - G3/4 INOX A2;PÇ;1;34;33;3300,00%;111;111;;
PRO1323;PLUG DIN 908 - G1 1/2  INOX A2;PÇ;1;122,37;121,37;12137,00%;111;111;;
PRO1324;"PLUG DIN 906 - NPT 2"" INOX A2";PÇ;1;133,27;132,27;13227,00%;1111;1111;;
PRO1325;P S/C SEXT INT P CV M10-1.50 X 30MA INOX A4;PÇ;1;7,97;6,97;697,00%;111;111;;
PRO1326;REBITE POP 4.0 X 10 INOX A2;PÇ;1;0,49;-0,51;-51,00%;1111;1111;;
PRO1327;Macho Máquina M2.5x0,45 Hss-e1616 Tin - Yamawa Japan;PÇ;1;0,35;-0,65;-65,00%;1111;1111;;
PRO1328;P. AA CH. C/ PH 3.5 X 25 A2;PÇ;1;0,23;-0,77;-77,00%;111;111;;
PRO1329;ESPAÇADOR SEM ROSCA M4x6x7 ABS BRANCO;PÇ;1;0,43;-0,57;-57,00%;111;111;;
PRO1330;ESPAÇADOR SEM ROSCA M4x10x7 ABS BRANCO;PÇ;1;0,46;-0,54;-54,00%;111;111;;
PRO1331;P. AA CH. C/ PH 2.9 X 6.5 INOX A2;PÇ;1;0,09;-0,91;-91,00%;111;111;;
PRO1332;P. AA PN. C/ PH 2.9 X 6.5 INOX A2;PÇ;1;0,11;-0,89;-89,00%;1111;1111;;
PRO1333;REBITE DE PRESSÃO CASAL M/F 4X12mm INOX A2;PÇ;1;3,97;2,97;297,00%;1111;1111;;
PRO1334;REBITE DE PRESSÃO CASAL M/F 4X12mm INOX A2 - Ct;PÇ;1;377,15;376,15;37615,00%;1111;1111;;
PRO1335;REBITE DE PRESSÃO CASAL M/F 4X12mm INOX A2 - 500 peças;PÇ;1;1825;1824;182400,00%;11111;11111;;
PRO1336;REBITE DE PRESSÃO CASAL M/F 4X12mm INOX A2 - Milheiro;PÇ;1;3570;3569;356900,00%;11;11;;
PRO1337;P. CAB. CHATA TORX M1.6-0.35 X 5 INOX A2;PÇ;1;1,19;0,19;19,00%;111;111;;
PRO1338;P. CAB. CHATA TORX M1.6-0.35 X 10 INOX A2;PÇ;1;1,19;0,19;19,00%;111;111;;
PRO1339;P. S/C SEXT INT. P. PL M6-1.00 X 4MA INOX A2;PÇ;1;0,93;-0,07;-7,00%;111;111;;
PRO1340;P. S/C SEXT INT P. CN M12-1.75MA X 12 INOX A2;PÇ;1;4,71;3,71;371,00%;1111;1111;;
PRO1341;P. S/C SEXT. INT P. MOLA ESFERA M6-1.0 X 20MA A. LIGA;PÇ;1;2,98;1,98;198,00%;1111;1111;;
PRO1342;P. S/C SEXT. INT P. CV M5-0.80 X 6MA INOX A2;PÇ;1;0,22;-0,78;-78,00%;1111;1111;;
PRO1343;P. RM PAN. C/ PH. M2.5-0.45 X 6 NYLON PA66 PRETO;PÇ;1;0,54;-0,46;-46,00%;1111;1111;;
PRO1344;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA 1/4-20;PÇ;1;70;69;6900,00%;111;111;;
PRO1345;PARAFUSO DE TRAÇÃO REBITADEIRA DE ROSCA 5/16-18;PÇ;1;70;69;6900,00%;111;111;;
PRO1346;AR. PRESSAO M2 INOX A2;PÇ;1;0,13;-0,87;-87,00%;111111;111111;;
PRO1347;INSERTO METÁLICO SERRILHADO M3X5X5 - LATÃO;PÇ;1;0,85;-0,15;-15,00%;11111;11111;;
PRO1348;P. S/C SEXT. INT P. MOLA ESFERA M4-0.70 X 10MA A. LIGA;PÇ;1;2,1;1,1;110,00%;1111;1111;;
PRO1349;P. S/C SEXT. INT P. MOLA ESFERA M5-0.80 X 16MA A. LIGA;PÇ;1;2,37;1,37;137,00%;1111;1111;;
PRO1350;P. S/C SEXT. INT P. MOLA ESFERA M4-0.70 X 16MA A. LIGA;PÇ;1;2,21;1,21;121,00%;1111;1111;;
PRO1351;P. S/C SEXT. INT P. MOLA ESFERA M4-0.70 X 20MA A. LIGA;PÇ;1;2,35;1,35;135,00%;111;111;;
PRO1352;P. S/C SEXT. INT P. MOLA ESFERA M5-0.80 X 12MA A. LIGA;PÇ;1;2,35;1,35;135,00%;111;111;;
PRO1353;P. S/C SEXT. INT P. MOLA ESFERA M6-1.0 X 10MA A. LIGA;PÇ;1;2,64;1,64;164,00%;11111;11111;;
PRO1354;P. S/C SEXT. INT P. MOLA ESFERA M6-1.0 X 16MA A. LIGA;PÇ;1;2,87;1,87;187,00%;1111;1111;;
PRO1355;P. S/C SEXT. INT P. MOLA ESFERA M5-0.80 X 20MA A. LIGA;PÇ;1;2,57;1,57;157,00%;2222;2222;;
PRO1356;P. S/C SEXT INT. P. PL M3-0.50 X 4MA INOX A2;PÇ;1;0,85;-0,15;-15,00%;1111;1111;;
PRO1357;P. CAB. CILINDRICA SX INT. M8-1.25MA X 35 INOX A2;PÇ;1;1,99;0,99;99,00%;111;111;;
PRO1358;P. CAB. CILINDRICA SX INT. M8-1.25 X 20 LG 12.9;PÇ;1;0,77;-0,23;-23,00%;111;111;;
PRO1359;P. CAB. CILINDRICA SX INT. M8-1.25 X 16 LG 12.9;PÇ;1;0,74;-0,26;-26,00%;111;111;;
PRO1360;P. CAB. CILINDRICA SX INT. M6-1.00 X 30 LG 12.9;PÇ;1;0,46;-0,54;-54,00%;1111;1111;;
PRO1361;P. CAB. CILINDRICA SX INT. M5-0.80 X 20 LG 12.9;PÇ;1;0,32;-0,68;-68,00%;1111;1111;;
PRO1362;P. CAB. CHATA SX INT. M8-1.25 X 12 LG 12.9;PÇ;1;0,6;-0,4;-40,00%;111;111;;
PRO1363;BARRA ROSC. 1M. M4-0.70MA INOX A2;PÇ;1;13,78;12,78;1278,00%;111;111;;
PRO1364;P. CAB. CILINDRICA SX INT. M2-0.40MA X 4 LG 12.9;PÇ;1;0,85;-0,15;-15,00%;111;111;;
PRO1365;P. CAB. CILINDRICA SX INT. M2-0.40MA X 5 LG 12.9;PÇ;1;0,85;-0,15;-15,00%;111;111;;
PRO1366;P. CAB. CILINDRICA SX INT. M2-0.40MA X 6 LG 12.9;PÇ;1;0,85;-0,15;-15,00%;111;111;;
PRO1367;P. CAB. CILINDRICA SX INT. M2-0.40MA X 8 LG 12.9;PÇ;1;0,87;-0,13;-13,00%;111;111;;
PRO1368;P. CAB. CILINDRICA SX INT. M3-0.50 X 5MA LG 12.9;PÇ;1;0,39;-0,61;-61,00%;1111;1111;;
PRO1369;P. S/C SEXT INT P CV M2-0.40 X 5MA A. LIGA;PÇ;1;0,72;-0,28;-28,00%;111;111;;
PRO1370;P. AA CH. C/ PH 2.6 X 6 A2;PÇ;1;0,42;-0,58;-58,00%;11111;11111;;
PRO1371;ESPAÇADOR FÊMEA/FÊMEA M3X22 NYLON;PÇ;0,5;0,89;0,39;78,00%;500;250;;
PRO1372;P. RM CH C/ PH. M1.6-0.35 X 4MA INOX A2;PÇ;1;0,81;-0,19;-19,00%;19701;19701;;
PRO1373;P. AA CH. C/ PH 2.9 X 16 A2;PÇ;1;0,12;-0,88;-88,00%;11111;11111;;
PRO1374;P. AA CH. C/ PH 2.9 X 16 ZB;PÇ;1;0,07;-0,93;-93,00%;111;111;;
PRO1375;P. AA CH. C/ PH 3.5 X 16 A2;PÇ;1;0,18;-0,82;-82,00%;1111;1111;;
PRO1376;P. RM CH. C/ PH M3-0.50 X 16 ZB;PÇ;1;0,19;-0,81;-81,00%;1111;1111;;
PRO1377;ESPAÇADOR SEM ROSCA M6x20x11 ABS BRANCO;PÇ;1;0,78;-0,22;-22,00%;1111;1111;;
PRO1378;POR. TRAVANTE FL M4-0.70MA INOX A2;PÇ;1;0,87;-0,13;-13,00%;11111;11111;;
PRO1379;POR. TRAVANTE FL M5-0.80MA INOX A2;PÇ;1;0,98;-0,02;-2,00%;111;111;;
PRO1380;POR. TRAVANTE FL M6-1.0MA INOX A2;PÇ;1;1,76;0,76;76,00%;111;111;;
PRO1381;POR. TRAVANTE FL M8-1.25MA INOX A2;PÇ;1;2,79;1,79;179,00%;1111;1111;;
PRO1382;POR. TRAVANTE FL M10-1.5MA INOX A2;PÇ;1;4,64;3,64;364,00%;1111;1111;;
PRO1383;POR. TRAVANTE FL M12-1.75MA INOX A2;PÇ;1;9,24;8,24;824,00%;111;111;;
PRO1384;POR. TRAVANTE FL M16-2.0MA INOX A2;PÇ;1;37;36;3600,00%;1111;1111;;
PRO1385;PINO ESPIRAL DIN7343 M6x30 INOX A2;PÇ;1;4,4;3,4;340,00%;1111;1111;;
PRO1386;PINO ESPIRAL DIN7343 M6x50 INOX A2;PÇ;1;5,47;4,47;447,00%;111;111;;
PRO1387;AR. PRESSAO ME M10 FE. ZB;PÇ;1;0,2;-0,8;-80,00%;111;111;;
PRO1388;AR. PRESSAO ME M5 FE. ZB;PÇ;1;0,06;-0,94;-94,00%;11111111111;11111111111;;
PRO1389;AR. LISA 1/4 FE. ZB;PÇ;1;0,11;-0,89;-89,00%;111111;111111;;
PRO1390;AR. LISA 3/16 FE. ZB;PÇ;1;0,09;-0,91;-91,00%;11111;11111;;
PRO1391;AR. LISA #10 - 3/16 INOX 18.8;PÇ;1;0,13;-0,87;-87,00%;1111;1111;;
PRO1392;AR. LISA M5 FE. ZB;PÇ;1;0,09;-0,91;-91,00%;11111;11111;;
PRO1393;AR. LISA 1/8 FE. ZB;PÇ;1;0,03;-0,97;-97,00%;1111111111;1111111111;;
PRO1394;P. AA PN. C/ PH 2.2 X 13 ZB;PÇ;1;0,09;-0,91;-91,00%;1111;1111;;
PRO1395;P. AA PN. C/ PH 3.5 X 9.5 ZB;PÇ;1;0,08;-0,92;-92,00%;111;111;;
PRO1396;P. AA PN. C/ PH 5.5 X 16 ZB;PÇ;1;0,22;-0,78;-78,00%;11111;11111;;
PRO1397;P. RM PN. C/FE PH M5-0.80MA X 40 BC;PÇ;1;0,32;-0,68;-68,00%;11111;11111;;
PRO1398;P. CAB. CILINDRICA SX INT. M2.5-0.45MA X 6 INOX A2;PÇ;1;0,83;-0,17;-17,00%;11111;11111;;
PRO1399;P. CAB. ABAULADA SX INT. M4-0.70 X 6 INOX A2;PÇ;1;0,58;-0,42;-42,00%;111;111;;
PRO1400;P. CAB. ABAULADA SX INT. M6-1.00 X 70 INOX A2;PÇ;1;2,3;1,3;130,00%;1111;1111;;
PRO1401;P. CAB. ABAULADA SX INT. M6-1.00 X 80 INOX A2;PÇ;1;2,8;1,8;180,00%;11111;11111;;
PRO1402;P. S/C SEXT. INT P. PL M2-0.40 X 4 MA INOX A2;PÇ;1;0,89;-0,11;-11,00%;111111;111111;;
PRO1403;P. AA PN. C/ PH 5.5 X 25 ZB;PÇ;1;0,25;-0,75;-75,00%;11111;11111;;
PRO1404;P. PLAST PN. C/ PH 2.5 X 14 ZB;PÇ;1;0,07;-0,93;-93,00%;1111;1111;;
PRO1405;P. PLAST PN. C/ PH 2.5 X 8 ZB;PÇ;1;0,06;-0,94;-94,00%;111;111;;
PRO1406;P. PLAST PN. C/ PH 3.0 X 22 ZB;PÇ;1;0,11;-0,89;-89,00%;111;111;;
PRO1407;P. RM CL. C/ FE M2-0.40 X 10 INOX A2;PÇ;1;0,43;-0,57;-57,00%;1111;1111;;
PRO1408;P. CAB. CILINDRICA SX INT. M10-1.50 X 16 LG 12.9;PÇ;1;1,17;0,17;17,00%;1111;1111;;
PRO1409;ARR. ABA LARGA M6 INOX A2;PÇ;1;0,29;-0,71;-71,00%;1111;1111;;
PRO1410;P. RM CH. C/ PH M4-0.70 X 10 BC;PÇ;1;0,06;-0,94;-94,00%;1111;1111;;
PRO1411;P. CAB. CILINDRICA SX INT. M2.5-0.45MA X 40 INOX A2;PÇ;1;3,9;2,9;290,00%;1111;1111;;
PRO1412;REB. REPUXO 3.2 X 12 ACO/ALUMINIO;PÇ;1;0,08;-0,92;-92,00%;111;111;;
PRO1413;REB. REPUXO 2.4 X 6.0 ACO / ALUMINIO;PÇ;1;0,08;-0,92;-92,00%;111;111;;
PRO1414;P. AA CH. C/ PH 2.2 X 12 A2;PÇ;1;0,37;-0,63;-63,00%;1111;1111;;
PRO1415;P. RM CH C/ PH. M3-0.50 X 25MA INOX A2;PÇ;1;0,72;-0,28;-28,00%;1111;1111;;
PRO1416;P. RM CH C/ PH. M3-0.50 X 20MA INOX A2;PÇ;1;0,27;-0,73;-73,00%;1111;1111;;
PRO1417;P. RM CH C/ PH. M3-0.50 X 12MA INOX A2;PÇ;1;0,13;-0,87;-87,00%;111;111;;
PRO1418;P. S/C SEXT INT. P. HD M6-1.00 X 10MA INOX A2;PÇ;1;1,13;0,13;13,00%;32;32;;
PRO1419;P. S/C SEXT INT. P. HD M6-1.00 X 6MA INOX A2;PÇ;1;0,89;-0,11;-11,00%;77;77;;
PRO1420;P. RM CH C/ PH. M4-0.70 X 8MA INOX A2;PÇ;1;0,17;-0,83;-83,00%;1111;1111;;
PRO1421;P. AA CH. C/ PH 4.8 X 38 A2;PÇ;1;0,57;-0,43;-43,00%;1111;1111;;
PRO1422;P. CAB. CILINDRICA SX INT. M4-0.70MA X 6 INOX A2;PÇ;1;0,27;-0,73;-73,00%;111;111;;
PRO1423;BARRA ROSC. 1M. M5-0.80MA INOX A2;PÇ;1;14,89;13,89;1389,00%;111;111;;
PRO1424;FRETE VIA LOGGI EXPRESS ;PÇ;1;11,35;10,35;1035,00%;1110;1110;;
PRO1425;P. RM PN. C/FE PH M4-0.70MA X 10 BC;PÇ;1;0,11;-0,89;-89,00%;111;111;;
PRO1426;PORRCA GARRA M4 - BC;PÇ;1;0,49;-0,51;-51,00%;1111;1111;;
PRO1427;PORCA REBITE 5/16-18 CILINDRICO ABA PLANA ZB;PÇ;1;0,97;-0,03;-3,00%;1111;1111;;
PRO1428;P. S/C SEXT. INT P. CV M1.6-0.35 X 2MA INOX A2;PÇ;1;1,17;0,17;17,00%;5;5;;
PRO1429;P. S/C SEXT. INT P. CV M1.6-0.35 X 4MA INOX A2;PÇ;1;1,19;0,19;19,00%;10;10;;
PRO1430;P. RM CH C/ PH. M2-0.40 X 14MA INOX A2;PÇ;1;0,59;-0,41;-41,00%;1111;1111;;
PRO1431;P. PLAST PN. C/ TORX 2.2 X 6 INOX A2;PÇ;1;0,49;-0,51;-51,00%;109111;109111;;
PRO1432;ESPAÇADOR MACHO/FÊMEA M4X6+6 NYLON PA66 PRETO;PÇ;1;0,83;-0,17;-17,00%;500;500;;
PRO1433;ARRUELA DE NYLON M3 PA66 BRANCO;PÇ;1;0,39;-0,61;-61,00%;11111;11111;;
PRO1434;ARRUELA DE NYLON M4 PA66 BRANCO;PÇ;1;0,39;-0,61;-61,00%;11111;11111;;
PRO1435;P. S/C SEXT. INT P. CV M4-0.70 X 10MA LATÃO;PÇ;1;5,6;4,6;460,00%;24;24;;
PRO1436;P. S/C SEXT. INT P. CV M5-0.80 X 10MA LATÃO;PÇ;1;5,97;4,97;497,00%;111;111;;
PRO1437;P. S/C SEXT. INT P. CV M5-0.80 X 5MA LATÃO;PÇ;1;5,72;4,72;472,00%;1111;1111;;
PRO1438;PA. TORX CNC M2.5-0.45X6 AÇO LIGA;PÇ;1;2,96;1,96;196,00%;111;111;;
PRO1439;PA. TORX CNC M1.8-0.35X4 AÇO LIGA;PÇ;1;3,15;2,15;215,00%;111;111;;
PRO1440;P. CAB. ABAULADA TORX C/ PINO M8-1.25 X 65 INOX A2;PÇ;1;23,8;22,8;2280,00%;11111;11111;;
PRO1441;P S/C SEXT. INT P. CV M8-1.25 X 40MA INOX A4;PÇ;1;10,78;9,78;978,00%;1111;1111;;
PRO1442;P. CAB. CILINDRICA SX INT. M12-1.75MA X 80 INOX A4;PÇ;1;34,15;33,15;3315,00%;1111;1111;;
PRO1443;PINO GUIA ISO2338 M3X10 INOX A2;PÇ;1;0,79;-0,21;-21,00%;1111;1111;;
PRO1444;PINO GUIA ISO8734  M2X6 INOX A2;PÇ;1;0,75;-0,25;-25,00%;111;111;;
PRO1445;P. RM PAN. C/ TORX M2-0.4 X 4 INOX A2;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1446;P. RM PAN. C/ TORX M2-0.4 X 5 INOX A2;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1447;P. RM CH. C/ PH M3-0.50 X 16 BC;PÇ;1;0,09;-0,91;-91,00%;111111;111111;;
PRO1448;P. CAB. ABAULADA TORX C/ PINO M5-0.80 X 22 INOX A2;PÇ;1;6;5;500,00%;111111;111111;;
PRO1449;P. CAB. CILINDRICA TORX C/ PINO M5-0.80 X 12 INOX A2;PÇ;1;3,5;2,5;250,00%;1111111;1111111;;
PRO1450;P. CAB. CILINDRICA TORX C/ PINO M5-0.80 X 10 INOX A2;PÇ;1;3,27;2,27;227,00%;11111111111;11111111111;;
PRO1451;P. CAB. ABAULADA TORX C/ PINO M6-1.00 X 8 INOX A2;PÇ;1;4,23;3,23;323,00%;1,11E+13;1,11111E+13;;
PRO1452;P. CAB. ABAULADA TORX M4-0.70 X 8 INOX A2;PÇ;1;1,49;0,49;49,00%;111111;111111;;
PRO1453;P S/C SEXT. INT P. CV M4-0.70 X 12MA INOX A2;PÇ;1;0,59;-0,41;-41,00%;11111;11111;;
PRO1454;PO SEXT. FLANG. SE. M6-1.00MA INOX A2;PÇ;1;0,56;-0,44;-44,00%;111111;111111;;
PRO1455;P. S/C SEXT INT. P. PL M2.5-0.45MA X 2.5 INOX A2;PÇ;1;0,89;-0,11;-11,00%;11111;11111;;
PRO1456;P. S/C SEXT INT. P. PL M3-0.5MA X 2.5 INOX A2;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1457;P. RM CH C/ PH. M4-0.70 X 20MA NYLON P66- PRETO;PÇ;1;1,27;0,27;27,00%;1111;1111;;
PRO1458;ARRUELA DE NYLON M12 PA66 PRETA;PÇ;1;1,12;0,12;12,00%;1111;1111;;
PRO1459;P. S/C SEXT INT. P. PL M2.5-0.45MA X 6 INOX A2;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1460;P. S/C SEXT INT. P. PL M2-0.40MA X 3 A. LIGA;PÇ;1;0,89;-0,11;-11,00%;117;117;;
PRO1461;P. S/C SEXT INT. P. PL M2-0.40MA X 6 INOX A2;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1462;PORCA REBITE M5 CILINDRICO ABA CÔNICA AÇO C. BICRO.;PÇ;1;0,69;-0,31;-31,00%;111;111;;
PRO1463;P. RM PN. C/FE PH M4-0.70MA X 12 BC;PÇ;1;0,13;-0,87;-87,00%;1111;1111;;
PRO1464;P. RM PN. C/FE PH M4-0.70MA X 16 BC;PÇ;1;0,17;-0,83;-83,00%;1111;1111;;
PRO1465;P. RM PN. C/FE PH M4-0.70MA X 20 BC;PÇ;1;0,21;-0,79;-79,00%;111;111;;
PRO1466;P. PLAST PN. C/ TORX 2.9X10 INOX A2;PÇ;1;0,56;-0,44;-44,00%;508;508;;
PRO1467;P. AA PN. C/ TORX 2.6 X 10 INOX A2;PÇ;1;0,53;-0,47;-47,00%;11111;11111;;
PRO1468;INSERTO METÁLICO SERRILHADO M4X8X5 - LATÃO;PÇ;1;0,93;-0,07;-7,00%;1111;1111;;
PRO1469;P. CAB. ABAULADA SX INT. M4-0.70 X 25 INOX A2;PÇ;1;0,37;-0,63;-63,00%;111;111;;
PRO1470;P. RM CH C/ PH. M8-1.25 X 40MA NYLON PA66- PRETO;PÇ;1;6,37;5,37;537,00%;1111;1111;;
PRO1471;P. CAB. CILINDRICA TORX M2-0.40MA X 5 INOX A2;PÇ;1;1,72;0,72;72,00%;1111;1111;;
PRO1472;PORCA REBITE 1/4-20 CILINDRICO ABA PLANA BICRO;PÇ;1;0,7;-0,3;-30,00%;11111;11111;;
PRO1473;INSERTO METÁLICO SERRILHADO M2.5X3X3.5 - LATÃO;PÇ;1;0,83;-0,17;-17,00%;1111111;1111111;;
PRO1474;P. CAB. CILINDRICA SX INT. M10-1.50MA X 30 INOX A2;PÇ;1;2,93;1,93;193,00%;1101;1101;;
PRO1475;P. RM CH C/ PH. M2.5-0.45 X 16MA INOX A2;PÇ;1;0,78;-0,22;-22,00%;91;91;;
PRO1476;P. RM CH C/ PH. M2.5-0.45 X 14MA INOX A2;PÇ;1;0,73;-0,27;-27,00%;1101;1101;;
PRO1477;INSERTO METÁLICO SERRILHADO M3X10X5 - LATÃO;UN;1;0,97;-0,03;-3,00%;11111;11111;;
PRO1478;P S/C SEXT. INT P. CV M3-0.50 X 12MA INOX A2;PÇ;1;0,78;-0,22;-22,00%;1111;1111;;
PRO1479;P. CAB. CHATA TORX M2-0.40MA X 12 INOX A2;PÇ;1;0,99;-0,01;-1,00%;11111;11111;;
PRO1480;MACHO MANUAL UNITÁRIO DIREITO M1.6x0,35mm HSS;PÇ;1;30;29;2900,00%;111;111;;
PRO1481;P. CAB. CILINDRICA SX INT. M1.6-0.35MA X 12 INOX A2;PÇ;1;1,28;0,28;28,00%;1111;1111;;
PRO1482;P. CAB. ABAULADA SX INT. M5-0.80 X 20 INOX A2;PÇ;1;0,6;-0,4;-40,00%;111;111;;
PRO1483;P. CAB. ABAULADA SX INT. M5-0.80 X 30 INOX A2;PÇ;1;0,83;-0,17;-17,00%;111;111;;
PRO1484;P. CAB. CILINDRICA SX INT. M12-1.75MA X 80 INOX A2;PÇ;1;10,7;9,7;970,00%;111;111;;
PRO1485;AR. PRESSAO M12 INOX A2;PÇ;1;0,35;-0,65;-65,00%;111;111;;
PRO1486;ARRUELA DE NYLON M2.5 PA66 BRANCO;PÇ;1;0,25;-0,75;-75,00%;111;111;;
PRO1487;P. CAB. ABAULADA SX INT. M3-0.50 X 50 INOX A2;PÇ;1;2,97;1,97;197,00%;1111;1111;;
PRO1488;P. RM PN. C/TORX PH M4-0.80MA X 8 ZB;PÇ;1;0,49;-0,51;-51,00%;111111;111111;;
PRO1489;POR. CALOTA M4-0.70MA INOX A2;PÇ;1;0,67;-0,33;-33,00%;111;111;;
PRO1490;AR. DENTADA EXT. M10 INOX A2;PÇ;1;2,17;1,17;117,00%;11111;11111;;
PRO1491;AR. DENTADA EXT. M6 INOX A2;PÇ;1;0,48;-0,52;-52,00%;1111;1111;;
PRO1492;COSSINETE M2.2X0.45mm;PÇ;1;36,4;35,4;3540,00%;8;8;;
PRO1493;P. RM PAN. C/ PH. M6-1.00 X 20 NYLON PA66 BRANCO;PÇ;1;4,27;3,27;327,00%;600;600;;
PRO1494;P. AA CH. C/ PH 4.2 X 38 A2;PÇ;1;0,45;-0,55;-55,00%;11111;11111;;
PRO1495;P. AA CH. C/ PH 4.2 X 45 A2;PÇ;1;0,54;-0,46;-46,00%;111;111;;
PRO1496;P. RM PAN. C/ TORX M5-0.80 X 10 INOX A2;PÇ;1;2;1;100,00%;1111;1111;;
PRO1497;MACHO MANUAL UNITÁRIO DIREITO M2.5x0,45mm HSS;PÇ;1;33,8;32,8;3280,00%;1111;1111;;
